Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
ELEC,Hotel Rock Lititz - Tesla Destination,50 Rock Lititz Blvd,,Lititz,PA,17543,,717-925-7625  877-798-3752,E,,Public,,,,,,,5,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.1734708,-76.3120602,2022-10-06,122524,2023-01-18 15:15:20 UTC,P,,,2018-11-29,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Hotel Fauchere - Tesla Destination,401 Broad St,,Milford,PA,18337,,570-409-1212  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.323691,-74.801177,2022-10-06,122525,2023-01-18 15:15:20 UTC,P,,,2016-10-20,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Philadelphia Museum of Art - Tesla Destination,2600 Benjamin Franklin Pkwy,,Philadelphia,PA,19130,,215-763-8100  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,39.967117,-75.181341,2022-10-06,122526,2023-01-18 15:15:20 UTC,P,,,2019-01-22,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,West General Robinson Garage - Tesla Destination,668 West General Robinson St,,Pittsburgh,PA,15212,,412-246-0120  877-798-3752,E,,Public,,,,,,,6,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.4475885,-80.0096435,2022-10-06,122527,2023-01-18 15:15:20 UTC,P,,,2018-11-13,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Holiday Inn Express & Suites Reedsville - Tesla Destination,30 Happy Valley Dr,,Reedsville,PA,17084,,717-946-0777  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,40.6704231,-77.6063515,2022-10-06,122528,2023-01-18 15:15:20 UTC,P,,,2018-12-17,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,Hampton Inn & Suites Warrington - Tesla Destination,201 Metro Dr,,Warrington,PA,18976,,215-491-0700  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,40.2165951,-75.1377988,2022-10-06,122529,2023-01-18 15:15:20 UTC,P,,,2018-11-02,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,WEST HEMPFIELD STATION 1,3476 Marietta Ave,,Lancaster,PA,17601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.062142,-76.427078,2023-11-21,122670,2023-11-21 00:23:54 UTC,,,,2019-05-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BETHLEHEM PA COMMONS GARAGE,1 Rubel St,,Bethlehem,PA,18018,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.621925,-75.382916,2023-11-21,122700,2023-11-21 00:23:55 UTC,,,,2019-05-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,640 MAIN EV STATION 01,640 Main St,,Honesdale,PA,18431,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.571177,-75.255231,2023-11-21,122708,2023-11-21 00:23:46 UTC,,,,2019-05-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,VILLAGE EV STATION 1,600 E Cathedral Rd,,Philadelphia,PA,19128,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.064591,-75.242063,2023-11-21,122825,2023-11-21 00:23:42 UTC,,,,2019-05-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,C&F Management Enterprises LLC c/o CBRE,680 Anderson Drive,,Pittsburgh,PA,15220,,888-998-2546,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.421157,-80.061191,2023-11-20,123428,2023-11-20 23:59:14 UTC,,,,2019-05-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,College Township Municipal Offices,1481 E College Ave,,State College,PA,16801,,814-231-3021,E,,Public,8am-5pm M-F; see front desk for access,,,,,,1,,,Non-Networked,,GPS,40.811419,-77.830072,2022-10-11,123454,2023-02-14 15:54:11 UTC,LG,,,2019-05-13,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Main Street Diner - Tesla Destination,1313 W Main S,,Grove City,PA,16127,,724-458-4522  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,41.166222,-80.103719,2022-10-06,137180,2023-01-18 15:15:20 UTC,P,,,2019-04-23,,,,,TESLA,US,,,,Public,,public,,,RESTAURANT,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,BEAVER GARAGE STATION 3,200 W Beaver Ave,,State College,PA,16801,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.791799,-77.861206,2023-11-21,143167,2023-11-21 00:25:35 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,KSQ PARKING GARAGE,120 N Broad St,,Kennett Square,PA,19348,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.847492,-75.711591,2023-11-21,143168,2023-11-21 00:25:35 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,TOWNSHIP O'HARA COMMUNITY PARK,330 Fox Chapel Rd,,Pittsburgh,PA,15238,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.497158,-79.88206,2023-11-21,143238,2023-11-21 00:25:21 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,TOWNSHIP O'HARA COMMUNITY CEN.,1220 Powers Run Rd,,Pittsburgh,PA,15238,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.514175,-79.85705,2023-11-21,143242,2023-11-21 00:25:21 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,APA ARTS WALK NORTH,612 W Linden Street,,Allentown,PA,18101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.603625,-75.471095,2023-11-21,143342,2023-11-21 00:25:05 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,APA STRATA LOWER,33 N 6th St,,Allentown,PA,18101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.604165,-75.47022,2023-11-21,143343,2023-11-21 00:25:05 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,KIRKLAND VILLAG PSL KIRKLAND,3200 Kirkland Village Cir,,Bethlehem,PA,18017,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.64587,-75.371789,2023-11-21,143379,2023-11-21 00:24:59 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PPA SMTHFLD 1-2,629 Smithfield St,,Pittsburgh,PA,15222,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.442559,-79.998015,2023-11-21,143401,2023-11-21 00:24:57 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,PPA 3RDAVE 7-8,238 Fourth Ave,,Pittsburgh,PA,15222,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.439402,-80.001866,2023-11-21,143402,2023-11-21 00:24:56 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,WSPT20VSP STATION 2,20 Valley Stream Pkwy,,Malvern,PA,19355,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.057327,-75.525958,2023-11-21,143439,2023-11-21 00:24:47 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BDN - 100 BP,850 Cassatt Rd,,Berwyn,PA,19312,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.06078,-75.45801,2023-11-21,143442,2023-11-21 00:24:46 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BDN - 200 BP,920 Cassatt Rd,,Berwyn,PA,19312,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.060673,-75.459724,2023-11-21,143443,2023-11-21 00:24:46 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,HAVERFORD PUBLIC 1&2,1014 Darby Rd,,Haverford,PA,19083,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.976506,-75.30494,2023-11-21,143484,2023-11-21 00:24:38 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,APA ARTS WALK SOUTH,612 W Linden Street,,Allentown,PA,18101,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.603776,-75.471316,2023-11-21,143511,2023-11-21 00:24:29 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,STROUDSBURGBORO ANN ST LOT,563 Ann St,,Stroudsburg,PA,18360,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.984563,-75.192432,2023-11-21,143554,2023-11-21 00:23:55 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,ROBINSON MALL STATION 1,100 Robinson Centre Drive,,Pittsburgh,PA,15205,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.453749,-80.158365,2023-11-21,143571,2023-11-21 00:23:45 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,CC ALLENTOWN STATION 3,777 Walnut St,,Allentown,PA,18101,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.600497,-75.472839,2023-11-21,143580,2023-11-21 00:23:28 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,CDC PTEV01,626 Cochrans Mill RD,,Pittsburgh,PA,15236,,888-758-4389,E,,Public,Mon 7:00am - 3:00pm; Tue 7:00am - 3:00pm; Wed 7:00am - 3:00pm; Thu 7:00am - 3:00pm; Fri 7:00am - 3:00pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.303398,-79.981848,2023-11-21,143659,2023-11-21 00:16:25 UTC,,,,2019-08-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Borough of Bellefonte - Parking Lot H,404 W High St,Intersection of W High St. and Potter St,Bellefonte,PA,16823,,814-355-1501,E,,Public,24 hours daily; pay to park,,,,,,2,,,Non-Networked,,200-9,40.911456,-77.78228,2023-01-10,143845,2023-02-14 15:54:11 UTC,LG,,,2019-04-30,,,,,J1772,US,,,,Public,,public,,,PAY_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Borough of Bellefonte - Parking Lot A,108 Locust Ln,W Howard Street behind First National Bank,Bellefonte,PA,16823,,814-355-1501,E,,Public,24 hours daily; pay to park,,,,,,4,,,Non-Networked,,200-8,40.868828,-77.738508,2023-01-10,143846,2023-02-14 15:54:11 UTC,LG,,,2019-04-30,,,,,J1772,US,,,,Public,,public,,,PAY_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,Borough of Bellefonte - Parking Lot D,126 S Spring St,,Bellefonte,PA,16823,,814-355-1501,E,,Public,24 hours daily; pay parking,,,,,,2,,,Non-Networked,,200-9,40.910928,-77.778831,2023-01-10,143847,2023-02-14 15:54:11 UTC,LG,,,2020-04-03,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false
ELEC,191 PRES COMMUNITY,191 Presidential Bvl,,Bala Cynwyd,PA,19004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.012248,-75.216674,2023-11-21,143880,2023-11-21 00:25:21 UTC,,,,2019-08-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,DEVON 550,550 American Ave,,King of Prussia,PA,19406,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.094913,-75.39701,2023-11-21,144042,2023-11-21 00:24:57 UTC,,,,2019-08-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Ben Franklin TechVentures,116 Research Drive,,Bethlehem,PA,18015,,855-900-7584,E,,Public,24 hours daily,,,,,,4,1,,SHELL_RECHARGE,https://shellrecharge.com/en-us/solutions,200-8,40.599553,-75.366085,2023-11-21,144058,2023-11-21 01:01:03 UTC,,,,2019-08-24,,,,,CHADEMO J1772 J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,HIGH ASSOCIATES BUILDING 89,1869 Charter Ln,,Lancaster,PA,17601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.053469,-76.251719,2023-11-21,144111,2023-11-21 00:25:40 UTC,,,,2019-08-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SPRINGETTS APTS SPRINGETTS APTS,50 Eisenhower Dr,,York,PA,17402,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.981735,-76.65916,2023-11-21,145221,2023-11-21 00:26:14 UTC,,,,2019-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,HIGH ASSOCIATES BUILDING 153,1861 Charter Ln,,Lancaster,PA,17601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.051484,-76.250869,2023-11-21,145360,2023-11-21 00:26:23 UTC,,,,2019-09-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,UWCHLAN CHARGE UWCHLAN TOWNSHP,715 N Ship Rd,,Exton,PA,19341,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.049201,-75.632373,2023-11-21,145396,2023-11-21 00:24:21 UTC,,,,2019-09-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,HIGH ASSOCIATES BUILDING 45,1850 William Penn Way,,Lancaster,PA,17601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.053521,-76.247529,2023-11-21,145476,2023-11-21 00:26:40 UTC,,,,2019-09-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,2016 CAR LOT CP2,830 N Reading Rd,,Ephrata,PA,17522,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.207158,-76.149023,2023-11-21,145509,2023-11-21 00:25:56 UTC,,,,2019-09-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,HIGH ASSOCIATES BUILDING 155,1858 Charter Ln,,Lancaster,PA,17601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.052,-76.249497,2023-11-21,145533,2023-11-21 00:26:44 UTC,,,,2019-09-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,INDIANA BOROUGH STATION 1,728 Church St,,Indiana,PA,15701,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.621773,-79.15436,2023-11-21,146599,2023-11-21 00:26:57 UTC,,,,2019-10-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,FREEDOM TWP EV STATION 1,2184 Pumping Station Rd,,Fairfield,PA,17320,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.76267,-77.313299,2023-11-21,146601,2023-11-21 00:26:50 UTC,,,,2019-10-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BRANDYWINE H-D DCFAST HOG,1241 Baltimore Pike,,Chadds Ford,PA,19317,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.879173,-75.55247,2023-11-21,146685,2023-11-21 00:27:06 UTC,,,,2019-10-09,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,WARM TWP PR PR 1,1100 Veterans Way,,Warminster,PA,18974,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.19993,-75.065372,2023-11-21,146771,2023-11-21 00:26:57 UTC,,,,2019-10-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,RICHLAND TWP STATION 02,229 California Rd,,Quakertown,PA,18951,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.449625,-75.352614,2023-11-21,146790,2023-11-21 00:27:06 UTC,,,,2019-10-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,RICHLAND TWP STATION 01,1328 California Rd,,Quakertown,PA,18951,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.478384,-75.342799,2023-11-21,146791,2023-11-21 00:27:06 UTC,,,,2019-10-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,VILLAGE EV J STATION,600 E Cathedral Rd,,Philadelphia,PA,19128,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.06473,-75.241888,2023-11-21,147073,2023-11-21 00:24:36 UTC,,,,2019-10-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,BDN - 201 KOP,201 King of Prussia Rd,,Wayne,PA,19087,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.043931,-75.357703,2023-11-21,147077,2023-11-21 00:17:28 UTC,,,,2019-10-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Island View Crossing,1414 Radcliffe St,"Parking Lot
Parking Lot||",Bristol,PA,19007,,888-998-2546,E,,Public,24 hours daily,,,,,,8,,,Blink Network,http://www.blinkcharging.com/,GPS,40.103268,-74.841185,2023-11-21,147173,2023-11-21 00:05:14 UTC,,,,2019-10-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,false
ELEC,SPRINGFIELD LIB SPRINGFIELD LIB,1510 Paper Mill Rd,,Wyndmoor,PA,19038,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.098327,-75.19584,2023-11-21,147337,2023-11-21 00:27:35 UTC,,,,2019-10-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,THE HIGHLINE STATION #5,20 S 4th St,,Pittsburgh,PA,15219,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.42981,-79.99631,2023-11-21,147395,2023-11-21 00:27:42 UTC,,,,2019-10-31,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,THE HIGHLINE THE HIGHLINE #2,31a Terminal Way,,Pittsburgh,PA,15203,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.430235,-79.996054,2023-11-21,147424,2023-11-21 00:27:41 UTC,,,,2019-11-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,HARLEY-DAVIDSON YORK-OUTSDE DC1,1425 Eden Road,,York,PA,17402,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.985162,-76.713031,2023-11-21,147430,2023-11-21 00:26:41 UTC,,,,2019-11-01,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,SWAT LOT CENTRAL PARK,121 Park Ave,,Swarthmore,PA,19081,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.901672,-75.348825,2023-11-21,147460,2023-11-21 00:27:42 UTC,,,,2019-11-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,EAST NORRITON STATION 1,2501 Stanbridge St,,Norristown,PA,19401,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.142694,-75.332634,2023-11-21,147551,2023-11-21 00:27:31 UTC,,,,2019-11-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,EAST NORRITON STATION 2,2410 Stanbridge St,,East Norriton,PA,19401,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.14212,-75.333053,2023-11-21,147552,2023-11-21 00:27:31 UTC,,,,2019-11-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false
ELEC,Epic Metals Corporation,101 Talbot Avenue,,Braddock,PA,15104,,800-663-5633,E,,Public,24 hours daily,,,,,,7,,,Blink Network,http://www.blinkcharging.com/,GPS,40.40545,-79.8754111,2023-11-21,148079,2023-11-21 00:04:41 UTC,,,,2016-04-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.10/kWh Energy Fee,,,,,,,,,,,,,,,,,,,false
ELEC,"Wingate By Wyndham - Altoona, PA",909 Chestnut Avenue,,Altoona,PA,16601,,800-663-5633,E,,Public,24 hours daily,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,40.5182377,-78.3990424,2023-11-21,148081,2023-11-21 00:05:25 UTC,,,,2016-12-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,Ambler Yards,300 Brookside Avenue Bldg 4,,Ambler,PA,19002,,800-663-5633,E,,Public,24 hours daily,,,,,,3,,,Blink Network,http://www.blinkcharging.com/,GPS,40.1609437,-75.2324363,2023-11-21,148172,2023-11-21 00:01:17 UTC,,,,2019-06-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,,,,,,,,,,false
ELEC,18 Moores Road,18 Moores Road,,Malvern,PA,19355,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,40.0558748,-75.5588491,2023-11-21,148173,2023-11-21 00:04:08 UTC,,,,2012-01-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
ELEC,20 Moores Road,20 Moores Road,,Malvern,PA,19355,,800-663-5633,E,,Public,24 hours daily,,,,,,5,,,Blink Network,http://www.blinkcharging.com/,GPS,40.053577685648,-75.559948397949,2023-11-21,148174,2023-11-21 00:02:53 UTC,,,,2012-02-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,false
